Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,MA20,MA50,Volatility
2025-09-17,250.7294115061419,251.10867430438276,245.7990560449756,249.04270935058594,34108000,GOOGL,-0.6489943102210627,224.8675422668457,205.10768920898437,2.3600715356330255
2025-09-18,251.18851917528045,253.49402106561863,249.31220074129322,251.537841796875,31239500,GOOGL,1.0018893758405811,227.50678405761718,206.61609436035155,2.3020649491308123
2025-09-19,252.7554645478164,255.5000944688687,251.31827407979023,254.22259521484375,55571400,GOOGL,1.0673357928135507,230.2588249206543,208.158251953125,2.2905790107276487
2025-09-22,253.9331335021276,255.28050326976958,249.8112090563098,252.03684997558594,32290500,GOOGL,-0.8597761490911737,232.58548126220703,209.60544067382813,2.2899622558077146
2025-09-23,252.54585863312587,253.8632882566711,249.9908602190898,251.16856384277344,26628000,GOOGL,-0.3445076118419266,234.74906311035156,211.00794158935548,2.3107421362202567
2025-09-24,251.1685566625181,251.8572116525034,245.95874917105462,246.65737915039062,28201000,GOOGL,-1.796078547157165,236.75439453125,212.3114434814453,2.3667591034632416
2025-09-25,243.92272782855147,246.0086580355356,240.26988667693965,245.3100128173828,31020400,GOOGL,-0.546250161924533,238.67540588378907,213.56865325927734,2.3839163769606375
2025-09-26,246.58752699597628,248.93292875938775,245.4896689933639,246.0585479736328,18503200,GOOGL,0.30513844406638846,240.42643508911132,214.8286685180664,2.3720129775724774
2025-09-29,247.3659922504587,250.65953566268354,242.295910900337,243.5734100341797,32505800,GOOGL,-1.0099782998473361,241.9898880004883,216.00946533203125,2.4060960453405835
2025-09-30,242.33584768941728,242.8149061000678,238.78280195485732,242.6252899169922,34724300,GOOGL,-0.3892543595191533,243.58371353149414,217.0707864379883,2.3964206417595477
2025-10-01,240.2798631456683,245.81902814560354,238.1440427490887,244.4217529296875,31658200,GOOGL,0.740426941193939,244.3046081542969,218.1433071899414,1.3566210875622888
2025-10-02,244.6712510924991,246.32801300536266,241.82682587144092,245.210205078125,25483300,GOOGL,0.32257855079875775,244.98315963745117,219.25373443603516,1.3534010603215083
2025-10-03,244.0125741538274,245.8190372139174,241.18809864914257,244.8708953857422,30249600,GOOGL,-0.13837502899796128,245.5101287841797,220.31868560791017,1.3406535908196928
2025-10-06,244.30198799944458,250.82922509816828,244.10238160883648,249.94094848632812,28894700,GOOGL,2.0705004948011974,246.32802810668946,221.46489532470704,1.3946570018300353
2025-10-07,247.78518329877946,249.95094390133718,245.04055349112926,245.2800750732422,23181300,GOOGL,-1.8647898398852725,246.63392868041993,222.52985321044923,1.3914313105049592
2025-10-08,244.4816510919942,245.52958847857047,243.3438778825467,244.14230346679688,21307100,GOOGL,-0.4638662990075981,246.9058967590332,223.5088360595703,1.3961189941931769
2025-10-09,243.99259549865826,244.28202248032238,238.68297718710045,241.05833435058594,27892100,GOOGL,-1.2631850656026788,246.96378326416016,224.41058380126952,1.4262957902176263
2025-10-10,240.95854254659665,243.6133519117745,235.37946202105573,236.10804748535156,33180300,GOOGL,-2.0535638722347094,246.75269775390626,225.3056625366211,1.4997901633838944
2025-10-13,239.74092459803205,244.02254038501275,239.2419009980627,243.6732177734375,24995000,GOOGL,3.2041136965292427,246.38042602539062,226.4072869873047,1.3092450443169172
2025-10-14,240.75891236992726,246.63740953871613,240.0403171957297,244.97067260742188,22111600,GOOGL,0.5324568887134395,246.09548263549806,227.41699737548828,1.3178322725888614
2025-10-15,246.76716258187247,251.61767243328853,245.5096286311317,250.53977966308594,27007700,GOOGL,2.2733770521946806,246.17033615112305,228.54546844482422,1.413109289682829
2025-10-16,251.27834055068328,256.4581925767255,249.61160360230107,250.9689483642578,27997200,GOOGL,0.1712976285638046,246.1418914794922,229.65420379638672,1.395428861223361
2025-10-17,250.27029536389298,253.72354516932393,247.32605934645667,252.8053436279297,29671600,GOOGL,0.7317221017344888,246.07102890014647,230.79109130859376,1.383861286525279
2025-10-20,254.19265795496185,256.82748687148535,253.73354951664797,256.04901123046875,22350200,GOOGL,1.2830692405430222,246.27163696289062,231.89513122558594,1.398210019477491
2025-10-21,254.24254216862593,254.38226816359625,243.6732110393333,249.9709014892578,47312100,GOOGL,-2.3738071519987414,246.21175384521484,232.8859848022461,1.5011108737224743
2025-10-22,253.87326076642051,255.85936494298178,248.8031791754094,251.19850158691406,35029400,GOOGL,0.491097199851076,246.438809967041,233.8547235107422,1.4441816349771697
2025-10-23,252.4859893541776,254.54196425508994,251.35820631599307,252.58580017089844,19901400,GOOGL,0.5522718388924597,246.8025993347168,234.87872955322266,1.4391450271661166
